legalRepresentative,qualityRepresentative,license,companyName,area,repositoryAddress,validTillDate,issuingAuthority,registrationAddress,licenseDate,businessScope,companyController
***,程焱华,鄂CB0276571,武汉康每乐药房有限公司百合苑店,江岸区,由武汉康每乐药房有限公司统一配送,2021-11-29,武汉市江岸区食品药品监督管理局,武汉市江岸区兴业路177-26号,20161130,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,刘涛
***,刘文娟,鄂CB0276568,武汉康每乐药房有限公司海达广场店,武昌区,由武汉康每乐药房有限公司统一配送,2021-11-28,武汉市武昌区食品药品监督管理局,武汉市武昌区复兴路51号海达广场内一层 B022号,20161129,处方药、非处方药(甲类、乙类)：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)、不含冷藏冷冻药品***,刘涛
***,杜永辉,鄂CB0274334,武汉海王星辰医药连锁有限公司郭茨口店,汉阳区,由武汉海王星辰医药连锁有限公司统一配送,2019-12-30,武汉市汉阳区食品药品监督管理局,武汉市汉阳区桥西村附3栋（二桥路4号）,20161130,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品(不含冷藏冷冻药品)***,朱孝娥
***,侯莹,鄂CB0274478,武汉海王星辰医药连锁有限公司邓甲新苑店,汉阳区,由武汉海王星辰医药连锁有限公司统一配送,2021-01-26,武汉市汉阳区食品药品监督管理局,武汉市汉阳区马鹦路128号1楼,20161130,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品（不含冷藏冷冻药品）***,朱孝娥
——,向贞,鄂CB0275002,武汉市汉深大药房连锁有限公司三角路分店,武昌区,由武汉市汉深大药房连锁有限公司配送,2020-01-28,武汉市武昌区食品药品监督管理局,武昌和平大道750号,20161129,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗)、不含冷藏药品***,刘敏
白华,周娟,鄂CB0278759,湖北心连心药房连锁有限责任公司城南明珠店,蔡甸区,,2019-06-19,武汉市蔡甸区食品药品监督管理局,武汉市蔡甸区蔡甸街城南路城南明珠1栋1层11室A1A2A3、22室A1A2A3商铺,20161130,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,肖国祥
张文浩,连珍,鄂CA0276570,武汉济仁堂大药房连锁有限公司华康店,黄陂区,由武汉济仁堂大药房连锁有限公司配送,2021-11-29,武汉市黄陂区市场监督管理局,武汉市黄陂区前川街前川大道214号,20161130,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,熊蓓
***,胡菊华,鄂CB0274439,武汉海王星辰医药连锁有限公司都市兰亭店,汉阳区,由武汉海王星辰医药连锁有限公司统一配送,2020-11-08,武汉市汉阳区食品药品监督管理局,武汉市汉阳区汉阳大道98号都市兰亭第1幢1-2单元1层16号,20161130,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品（不含冷藏冷冻药品）***,朱孝娥
----,王仲,鄂CB0276008,武汉市汉深大药房连锁有限公司钢花分店,青山区,由武汉市汉深大药房连锁有限公司统一配送,2020-03-25,武汉市青山区食品药品监督管理局,武汉市青山区钢花新村111街,20161130,处方药(禁止类除外)、非处方药(甲类、乙类)、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品******,刘敏
***,方习静,鄂DB0274359,武汉市汉阳区黄金口大药房,汉阳区,***,2020-03-24,武汉市汉阳区食品药品监督管理局,武汉市汉阳区永丰街上黄金口70号,20161130,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)（含冷藏药品）***,李建良
张文浩,刘菊芹,鄂CA0276569,武汉济仁堂大药房连锁有限公司罗汉分店,黄陂区,由武汉济仁堂大药房连锁有限公司配送,2021-11-29,武汉市黄陂区市场监督管理局,武汉市黄陂区罗汉寺街龙兴街30号,20161130,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,熊蓓
杨长清,张雪芹,鄂DB0276340,湖北善安健康管理有限公司,江汉区,***,2021-07-05,武汉市江汉区食品药品监督管理局,武汉市江汉区中央商务区悦海园1-3层16商号,20161201,处方药(不含禁止类)、非处方药；中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗）。******,郭源源
----,李婷,鄂CB0276143,武汉市汉深大药房连锁有限公司石化分店,青山区,由武汉市汉深大药房连锁有限公司统一配送,2020-09-16,武汉市青山区食品药品监督管理局,武汉市青山区长青路石化西门（石化农场大楼一楼）,20161130,处方药(禁止类除外)、非处方药(甲类、乙类)、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品******,刘敏
——,彭定芳,鄂DB0276572,武汉鼎康大药房有限公司井岗店,洪山区,——,2021-11-30,武汉市洪山区食品药品监督管理局,武汉市洪山区洪山街道江宏花园C区1栋2单元101、102号门面,20161201,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,熊旭章
----,余爱荣,鄂CB0276154,武汉市汉深大药房连锁有限公司工业二路店,青山区,由武汉市汉深大药房连锁有限公司统一配送,2020-09-16,武汉市青山区食品药品监督管理局,武汉市青山区107街坊第11幢2号,20161201,处方药(禁止类除外)、非处方药(甲类、乙类)、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品******,刘敏
,刘丽华,鄂CB0278640,武汉福康大药房零售连锁有限公司康达药店,蔡甸区,,2019-05-29,武汉市蔡甸区食品药品监督管理局,武汉市蔡甸区蔡甸街蔡姚路54号,20161201,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,龙乐秀
,朱红丽,鄂CB0271216,湖北智仁大药房有限公司香利国庭店,江岸区,,2020-02-11,武汉市江岸区食品药品监督管理局,武汉市江岸区世纪家园一区四期24（原A2）栋1层1室,20161202,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品。（不含冷藏冷冻药品）***,覃敏
***,周亚峰,鄂DB0276573,武汉市新洲区泰安堂大药房有限公司汇心药店,新洲区,***,2021-12-01,武汉市新洲区市场监督管理局,武汉市新洲区仓埠街武滨路180号,20161202,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,万丽平
******,刘丹,鄂CB0279436,武汉泽仁堂药房连锁有限公司祁家湾店,黄陂区,由武汉泽仁堂药房连锁有限公司配送,2020-10-25,武汉市黄陂区市场监督管理局,武汉市黄陂区祁家湾朝前街,20161202,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,张彦
***,蒋文安,鄂CB0276407(更),武汉可旺健康药房有限公司关南福星医药园店,东湖新技术开发区,***,2021-08-07,武汉东湖新技术开发区市场监督管理局,武汉市东湖新技术开发区光谷大道58号关南福星医药园9栋1层02室,20161205,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,张筱冬
***,张玉林,鄂DB0276576,武汉市济和康大药房,江夏区,***,2021-12-05,武汉市江夏区食品药品监督管理局,武汉市江夏区纸坊街文化大道1号,20161206,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、诊断药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,马明
——,赖朝晖,鄂CB2015121002,武汉市爱尔康大药房有限公司江宏分店,洪山区,由武汉市爱尔康大药房有限公司统一配送,2020-12-09,武汉市洪山区食品药品监督管理局,洪山区江宏新村集贸市场门面,20161205,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,甘辉军
***,胡莹,鄂CB0276575,湖北美罗汇健康药房有限公司粮道街店,武昌区,由湖北美罗汇健康药房有限公司统一配送,2021-12-05,武汉市武昌区食品药品监督管理局,武汉市武昌区怡海大厦1层2-1号,20161206,处方药、非处方药(甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品。不含冷藏冷冻药品***,王立优
朱卫学,彭萍,鄂DB0278723,武汉福顺康大药房,蔡甸区,,2017-07-02,武汉市蔡甸区食品药品监督管理局,武汉市蔡甸区?山街常福镇福兴小区4栋C-12门面,20161207,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘大发
——,党圆圆,鄂CB0277069,老百姓大药房连锁（湖北）有限公司武汉陈家...,洪山区,由老百姓大药房连锁（湖北）有限公司统一配送,2019-11-05,武汉市洪山区食品药品监督管理局,洪山区洪山乡卓刀泉南路68号一楼部分,20161207,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬
******,梁小国,鄂DB02769033,武汉市江夏区医药公司纸坊大药房郑店三分店,江夏区,－－－－－,2020-12-06,武汉市江夏区食品药品监督管理局,江夏区郑店街郑店大道郑店停车场对面48号、49号、50号门面,20161208,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,周杨
***,胡伟芬,鄂CB0276250,湖北益生天济大药房连锁有限公司沙湖苑路店,武昌区,由湖北益生天济大药房连锁有限公司配送,2021-05-15,武汉市武昌区食品药品监督管理局,"武汉市武昌区积玉桥街道和平大道108号玉桥新都8,9栋裙楼1层10室",20161208,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗）、含冷藏药品***,郑红云
邵超华,姚芳,鄂DB0279127,湖北致和堂大药房有限公司西交路店,江夏区,,2020-08-20,武汉市江夏区食品药品监督管理局,武汉市江夏区纸坊街交通路,20161212,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,彭苗
崔孝刚,张建超,鄂BA0275126,武汉贝克大药房连锁有限公司,武昌区,,2020-02-03,武汉市武昌区食品药品监督管理局,武汉市武昌区武珞路五巷46号凯乐花园8栋2201室,20161212,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,徐羡平
***,刘慧敏,鄂DB0276581,武汉好药铺大药房有限公司万科店,汉阳区,***,2021-12-11,武汉市汉阳区食品药品监督管理局,武汉市汉阳区康达街18号万科汉阳国际A地块1栋1，3层商2、3,20161212,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)（含冷藏药品）***,孙艳
崔培华,罗宝丽,鄂DA0276582,武汉科兴奥大生物医药有限公司,武昌区,***,2021-12-11,武汉市武昌区食品药品监督管理局,武汉市武昌区临江大道15号9—3号,20161212,处方药：生物制品(不含疫苗)、含冷藏冷冻药品***,魏天龙
----,熊莎,鄂CB0276586,武汉马应龙大药房连锁股份有限公司石化一村...,青山区,由武汉马应龙大药房连锁股份有限公司统一配送,2021-12-12,武汉市青山区食品药品监督管理局,武汉市青山区石化商业一条街长阳街10临,20161213,处方药(禁止类除外)、非处方药(甲类、乙类)、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品******,夏瑛
纪伟,甄晶,鄂DA0276584,武汉人福亿生健康药房有限公司,江汉区,***,2021-12-12,武汉市江汉区食品药品监督管理局,武汉市江汉区东方商都1层A室,20161213,处方药(不含禁止类)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。******,熊伟情
